Код,Дія,Назва (прайс),Виробник (прайс),Фасовка прайс,Норм. фасовка,Категорія прайс,Ціна з ПДВ,Без ПДВ,Готівка ×1.10,Валюта,Назва (наша),Фасовка (наша),Tier,Категорія наша,Slug,№ рядка прайсу
3088,existing,"Кассент 400КС","Терра Віта","2*10л","10 л","Iнсектицид",25.36,21.14,23.25,USD,"Кассент 400КС","10 л",original,"Інсектицид","kassent-400ks-terra-vita",367
3089,existing,"Суперкіл","Терра Віта","1*20л","20 л","Iнсектицид",11.63,9.69,10.66,USD,"Суперкіл","20 л",original,"Інсектицид","superkil-terra-vita",368
3110,existing,"Вантакор","ФМС","10*1л","1 л","Інсектоакарицид",445.91,371.59,408.75,USD,"Вантакор","1 л",original,"Інсектицид","vantakor-fms",212
3111,existing,"Вантекс","ФМС","10*1л","1 л","Інсектоакарицид",49.35,41.12,45.23,USD,"Вантекс","1 л",original,"Інсектицид","vanteks-fms",214
3112,existing,"Верімарк","ФМС","20*0,1л","0.1 л","Інсектицид",360.37,300.31,330.34,USD,"Верімарк","0.1 л",original,"Інсектицид","verimark-fms",216
3113,existing,"Данадим Мікс,  к.е","ФМС","2*10л","10 л","Інсектоакарицид",16.92,14.1,15.51,USD,"Данадим Мікс,  к.е","10 л",original,"Інсектицид","danadym-miks-k-e-fms",221
3114,existing,"Джалентра","ФМС","4*5л","5 л","Інсектицид",105.71,88.09,96.9,USD,"Джалентра","5 л",original,"Інсектицид","dzhalentra-fms",222
3115,existing,"Ексірель 10% с.е","ФМС","10*1л","1 л","Інсектицид",186.9,155.75,171.33,USD,"Ексірель 10% с.е","1 л",original,"Інсектицид","eksirel-10-s-e-fms",224
3116,existing,"Кораген","ФМС","4*5л","5 л","Інсектоакарицид",240.25,200.21,220.23,USD,"Кораген","5 л",original,"Інсектицид","korahen-fms",237
3117,existing,"Простор","ФМС","4*5л","5 л","Інсектицид",29.17,24.31,26.74,USD,"Простор","5 л",original,"Інсектицид","prostor-fms",245
3119,existing,"Фуфанон","ФМС","4*5л","5 л","Інсектицид",9.72,8.1,8.91,USD,"Фуфанон","5 л",original,"Інсектицид","fufanon-fms",251
3150,existing,"Вепо","UPL","5 л","5 л","Інсектоакарициди",7.74,6.45,7.1,USD,"Вепо","5 л",original,"Інсектицид","vepo-upl",197
3151,existing,"Версар, КЕ (Суперкіл)","UPL","20 л","20 л","Інсектоакарициди",14.49,12.08,13.29,USD,"Версар, КЕ (Суперкіл)","20 л",original,"Інсектицид","versar-ke-superkil-upl",198
3152,new-packaging,"Аполло KC","Адама","4*5л","5 л","Iнсектицид",55.86,46.55,51.21,USD,"Аполло KC","1 л",original,"Інсектицид","apollo-kc-adama",6
3153,new-packaging,"Маврiк EB","Адама","12*1л","1 л","Iнсектицид",60.35,50.29,55.32,USD,"Маврiк EB","5 л",original,"Інсектицид","mavrik-eb-adama",13
3154,new-packaging,"Пiрiнекс Cупер KE","Адама","4*5л","5 л","Iнсектицид",15.65,13.04,14.34,USD,"Пiрiнекс Cупер KE","1 л",original,"Інсектицид","pirineks-cuper-ke-adama",15
3155,new-packaging (fuzzy),"Регент 20G, г","Басф","2*10кг","10 кг","Iнсектицид",12.73,10.61,11.67,USD,"Регент 20 G","5 кг",original,"Інсектицид","rehent-20-g-basf",83
3156,new-packaging (fuzzy),"Фастак, КЕ","Басф","10*1л","1 л","Iнсектицид",18.98,15.82,17.4,USD,"Фастак 100","5 л",original,"Інсектицид","fastak-100-basf",84
3157,new-packaging,"Вантакор","ФМС","10*0,5л","0.5 л","Інсектоакарицид",445.91,371.59,408.75,USD,"Вантакор","1 л",original,"Інсектицид","vantakor-fms",213
3158,new-packaging,"Джалентра","ФМС","1л","1 л","Інсектицид",105.71,88.09,96.9,USD,"Джалентра","5 л",original,"Інсектицид","dzhalentra-fms",223
3159,new-packaging,"Кораген","ФМС","10*1л","1 л","Інсектоакарицид",245.06,204.22,224.64,USD,"Кораген","5 л",original,"Інсектицид","korahen-fms",238
3160,new-packaging,"Кораген","ФМС","20*200мл","200 мл","Інсектоакарицид",241.82,201.52,221.67,USD,"Кораген","5 л",original,"Інсектицид","korahen-fms",239
3161,new-packaging,"Кораген","ФМС","50*50мл","50 мл","Інсектоакарицид",259.47,216.23,237.85,USD,"Кораген","5 л",original,"Інсектицид","korahen-fms",240
3162,new-packaging,"Талстар","ФМС","4*5л","5 л","Інсектицид",27.68,23.06,25.37,USD,"Талстар","1 л",original,"Інсектицид","talstar-fms",248
3163,new-packaging (fuzzy),"Актара 25 WG в.г","Сингента","20*250гр","20*250гр","Iнсектицид",256.8,214,235.4,USD,"Актара 25 WG","0,25 кг",original,"Інсектицид","aktara-25-wg-synhenta",294
3164,new-packaging (fuzzy),"Енжiо 247 SC к.с.","Сингента","4*5л","5 л","Iнсектицид",60.91,50.76,55.84,USD,"Енжіо 247 SC","1 л",original,"Інсектицид","enzhio-247-sc-synhenta",296
3165,new-packaging,"Вердавіс 250 ZС","Сингента","12*1л","1 л","Iнсектицид",120.86,100.72,110.79,USD,"Вердавіс 250 ZС","5 л",original,"Інсектицид","verdavis-250-zs-synhenta",306
3166,new-packaging,"Карнадін","Нуфарм","4*5л","5 л","Інсектицид",49.31,41.09,45.2,USD,"Карнадін","1 л",original,"Інсектицид","karnadin-nufarm",447
3167,new-packaging (fuzzy),"Бiскайя 240 OD, МД","Байер","4*5л","5 л","Iнсектицид",65.38,54.48,59.93,USD,"Біскайя 240 OD","1 л",original,"Інсектицид","biskaiya-240-od-baier",464
3168,new-packaging,"Мовенто 100SC, КС","Байер","4*5л","5 л","Iнсектицид",62.04,51.7,56.87,USD,"Мовенто 100SC, КС","1 л",original,"Інсектицид","movento-100sc-ks-baier",489
3169,new-packaging,"Балазо к.е.(бiфентрiн)","Самміт-Агро","4*5л","5 л","Iнсектицид",28.51,23.76,26.14,USD,"Балазо к.е.(бiфентрiн)","1 л",original,"Інсектицид","balazo-k-e-bifentrin-sammit-agro",529
3170,new-packaging,"Моспiлан, ВП (2*200г)","Самміт-Агро","20*400гр ящик","20*400гр ящик","Iнсектицид",71.28,59.4,65.34,USD,"Моспiлан, ВП (2*200г)","400грящик",original,"Інсектицид","mospilan-vp-2-200h-sammit-agro",532
3171,new-packaging,"Нiссоран, ЗП","Самміт-Агро","20*500гр пак","20*500гр пак","Iнсектицид",60.26,50.22,55.24,USD,"Нiссоран, ЗП","500грпак",original,"Інсектицид","nissoran-zp-sammit-agro",533
3172,new-packaging,"Санмайт, ЗП","Самміт-Агро","20*500гр","20*500гр","Iнсектицид",71.28,59.4,65.34,USD,"Санмайт, ЗП","500гр",original,"Інсектицид","sanmait-zp-sammit-agro",534
3173,new-packaging,"Сілкер, КЕ","Самміт-Агро","12*1л","1 л","Iнсектицид",54.43,45.36,49.9,USD,"Сілкер, КЕ","5 л",original,"Інсектицид","silker-ke-sammit-agro",536
3174,new-packaging,"Теппекі, ВГ","Самміт-Агро","0,5кг (ящ 5кг)","0,5кг (ящ 5кг)","Iнсектицид",269.57,224.64,247.1,USD,"Теппекі, ВГ","0,14кг(ящ3,36кг)",original,"Інсектицид","teppeki-vh-sammit-agro",538
4001,existing,"Еко Ойл Спрей","Адама","4*5л","5 л","Протруйник",7.19,5.99,6.59,USD,"Еко Ойл Спрей","5 л",original,"Протруйник","eko-oil-sprei-adama",50
4002,existing,"Сферіко ТН","Адама","4*5л","5 л","Протруйник",35.4,29.5,32.45,USD,"Сферіко ТН","5 л",original,"Протруйник","sferiko-tn-adama",51
4003,existing,"Еместо Сільвер","Байер","4*5л","5 л","Протруйник",76.85,64.04,70.44,USD,"Еместо Сільвер","5 л",original,"Протруйник","emesto-silver-baier",507
4004,existing,"Еместo Квантум 273,5 FS, ТН","Байер","12*1л","1 л","Протруйник",68.04,56.7,62.37,USD,"Еместo Квантум 273,5 FS, ТН","1 л",original,"Протруйник","emesto-kvantum-273-5-fs-tn-baier",506
4005,existing,"Редіго М 120FS","Байер","4*5л","5 л","Протруйник",47.79,39.83,43.81,USD,"Редіго М 120FS","5 л",original,"Протруйник","rediho-m-120fs-baier",498
4006,existing,"Февер","Байер","12*1л","1 л","Протруйник",133.73,111.44,122.58,USD,"Февер","1 л",original,"Протруйник","fever-baier",519
4007,existing,"Детер","Басф","4*5л","5 л","Протруйник",39.44,32.87,36.16,USD,"Детер","5 л",original,"Протруйник","deter-basf",137
4008,existing,"Іншур Перформ т.к.с","Басф","4*5л","5 л","Протруйник",35.32,29.43,32.37,USD,"Іншур Перформ т.к.с","5 л",original,"Протруйник","inshur-perform-t-k-s-basf",138
4009,existing,"Кiнто Дуо, КС","Басф","4*5л","5 л","Протруйник",16.62,13.85,15.24,USD,"Кiнто Дуо, КС","5 л",original,"Протруйник","kinto-duo-ks-basf",139
4010,existing,"Кiнто Плюс","Басф","4*5л","5 л","Протруйник",38.27,31.89,35.08,USD,"Кiнто Плюс","5 л",original,"Протруйник","kinto-plyus-basf",140
4011,existing,"Мерівон Про","Басф","4*5л","5 л","Протруйник",87.01,72.51,79.76,USD,"Мерівон Про","5 л",original,"Протруйник","merivon-pro-basf",141
4012,existing,"Систiва т.н","Басф","4*5л","5 л","Протруйник",140.44,117.03,128.73,USD,"Систiва т.н","5 л",original,"Протруйник","systiva-t-n-basf",142
4013,existing,"Стандак ТОП","Басф","4*5л","5 л","Протруйник",95.59,79.66,87.63,USD,"Стандак ТОП","5 л",original,"Протруйник","standak-top-basf",143
4014,existing,"Арес","Дефенда","4*5л","5 л","Протруйник",22,18.33,20.16,USD,"Арес","5 л",original,"Протруйник","ares-defenda",607
4015,existing,"Бастіон","Дефенда","4*5л","5 л","Протруйник",7.2,6,6.6,USD,"Бастіон","5 л",original,"Протруйник","bastion-defenda",611
4016,existing,"Латіна","Дефенда","4*5л","5 л","Протруйник",32,26.67,29.34,USD,"Латіна","5 л",original,"Протруйник","latina-defenda",637
4017,existing,"Метакса","Дефенда","4*5л","5 л","Протруйник",12,10,11,USD,"Метакса","5 л",original,"Протруйник","metaksa-defenda",640
4018,existing,"Фуксія","Дефенда","4*5л","5 л","Протруйник",11.5,9.58,10.54,USD,"Фуксія","5 л",original,"Протруйник","fuksiya-defenda",626
4019,existing,"Хлорис","Дефенда","4*5л","5 л","Протруйник",6.9,5.75,6.33,USD,"Хлорис","5 л",original,"Протруйник","khlorys-defenda",618
4020,existing,"Лумівія","Кортева","9,6л","9.6 л","Протруйник",369.04,307.54,338.29,USD,"Лумівія","9.6 л",original,"Протруйник","lumiviya-korteva",162
4021,existing,"Лумісена","Кортева","10л","10 л","Протруйник",472.36,393.64,433,USD,"Лумісена","10 л",original,"Протруйник","lumisena-korteva",163
4022,existing,"Лумітрео","Кортева","4,7л","4.7 л","Протруйник",132.85,110.71,121.78,USD,"Лумітрео","4.7 л",original,"Протруйник","lumitreo-korteva",164
4023,existing,"Луміфлекс","Кортева","20л","20 л","Протруйник",738.07,615.06,676.57,USD,"Луміфлекс","20 л",original,"Протруйник","lumifleks-korteva",165
4024,existing,"Тібарі","Кортева","4*5л","5 л","Протруйник",53.42,44.52,48.97,USD,"Тібарі","5 л",original,"Протруйник","tibari-korteva",173
4028,existing,"Нупрiд 600","Нуфарм","10л","10 л","Протруйник",32.2,26.83,29.51,USD,"Нупрiд 600","10 л",original,"Протруйник","nuprid-600-nufarm",415
4029,existing,"Вінцит 050SC, КС","Самміт-Агро","2*10л","10 л","Протруйник",16.85,14.04,15.44,USD,"Вінцит 050SC, КС","10 л",original,"Протруйник","vintsyt-050sc-ks-sammit-agro",577
4030,existing,"Актелік 500EC","Сингента","4*5л","5 л","Протруйник",46.24,38.53,42.38,USD,"Актелік 500EC","5 л",original,"Протруйник","aktelik-500ec-synhenta",310
4031,existing,"Апрон XL 350 FS","Сингента","4*5л","5 л","Протруйник",254.74,212.28,233.51,USD,"Апрон XL 350 FS","5 л",original,"Протруйник","apron-xl-350-fs-synhenta",312
4032,existing,"Атува 4*4","Сингента","4*4л","4 л","Протруйник",58.64,48.86,53.75,USD,"Атува 4*4","4 л",original,"Протруйник","atuva-4-4-synhenta",311
4033,existing,"Вайбранс Интеграл 235FS","Сингента","1*20л","20 л","Протруйник",68.92,57.43,63.17,USD,"Вайбранс Интеграл 235FS","20 л",original,"Протруйник","vaibrans-yntehral-235fs-synhenta",324
4034,existing,"Вайбранс PREMIUM 90FS","Сингента","4*5л","5 л","Протруйник",67.39,56.16,61.78,USD,"Вайбранс PREMIUM 90FS","5 л",original,"Протруйник","vaibrans-premium-90fs-synhenta",325
4035,existing,"Вайбранс RFS 112,5FS","Сингента","4*5л","5 л","Протруйник",66.64,55.54,61.09,USD,"Вайбранс RFS 112,5FS","5 л",original,"Протруйник","vaibrans-rfs-112-5fs-synhenta",326
4036,existing,"Вайбранс TRIO 60FS","Сингента","4*5л","5 л","Протруйник",35.04,29.2,32.12,USD,"Вайбранс TRIO 60FS","5 л",original,"Протруйник","vaibrans-trio-60fs-synhenta",327
4038,existing,"Дівідент Стар 036","Сингента","4*5л","5 л","Протруйник",16.8,14,15.4,USD,"Дівідент Стар 036","5 л",original,"Протруйник","divident-star-036-synhenta",317
4040,existing,"Круiзер OSR 322 FS","Сингента","1*20л","20 л","Протруйник",208.37,173.64,191,USD,"Круiзер OSR 322 FS","20 л",original,"Протруйник","kruizer-osr-322-fs-synhenta",315
4041,existing,"Максим 025 FS","Сингента","4*5л","5 л","Протруйник",35.38,29.48,32.43,USD,"Максим 025 FS","5 л",original,"Протруйник","maksym-025-fs-synhenta",319
4042,existing,"Максим форте 050 FS","Сингента","1*20л","20 л","Протруйник",27.27,22.73,25,USD,"Максим форте 050 FS","20 л",original,"Протруйник","maksym-forte-050-fs-synhenta",320
4043,existing,"Максим XL 035 FS","Сингента","4*5л","5 л","Протруйник",57.92,48.26,53.09,USD,"Максім XL 035 FS","5 л",original,"Протруйник","maksim-xl-035-fs-synhenta",322
4044,existing,"Премакс","Сингента","4*1л","1 л","Протруйник",48.9,40.75,44.83,USD,"Премакс","1 л",original,"Протруйник","premaks-synhenta",323
4045,existing,"Селест МАХХ 165 FS","Сингента","20л","20 л","Протруйник",50.07,41.72,45.89,USD,"Селест МАХХ 165 FS","20 л",original,"Протруйник","selest-makhkh-165-fs-synhenta",313
4046,existing,"Селест Топ 312,5 FS","Сингента","4*5л","5 л","Протруйник",96.28,80.23,88.25,USD,"Селест Топ 312,5 FS","5 л",original,"Протруйник","selest-top-312-5-fs-synhenta",314
4047,existing,"Даліла 600 ТН","Терра Віта","2*10л","10 л","Протруйник",30.43,25.36,27.9,USD,"Даліла 600 ТН","10 л",original,"Протруйник","dalila-600-tn-terra-vita",402
4048,existing,"Пассаж 190ТН","Терра Віта","4*5л","5 л","Протруйник",26.58,22.15,24.37,USD,"Пассаж 190ТН","5 л",original,"Протруйник","passazh-190tn-terra-vita",403
4051,existing,"Вінцит Форте","ФМС","4*5л","5 л","Протруйник",22.81,19.01,20.91,USD,"Вінцит Форте","5 л",original,"Протруйник","vintsyt-forte-fms",217
4052,existing,"Пікус 600","ФМС","5л","5 л","Протруйник",28.2,23.5,25.85,USD,"Пікус 600","5 л",original,"Протруйник","pikus-600-fms",244
4062,existing,"Вітавакс","UPL","5 л","5 л","Протруйники",12.42,10.35,11.39,USD,"Вітавакс","5 л",original,"Протруйник","vitavaks-upl",199
4063,new-packaging,"Круiзер 350 FS","Сингента","1*20л","20 л","Протруйник",130.08,108.4,119.24,USD,"Круізер 350 FS","5 л",original,"Протруйник","kruizer-350-fs-synhenta",316
4064,new-sku,"Еквенто 100FS","Сингента","4*5л","5 л","Протруйник",91.08,75.9,83.49,USD,"","",,"","",318
4065,new-packaging,"Максим форте 050 FS","Сингента","4*5л","5 л","Протруйник",27.55,22.96,25.26,USD,"Максим форте 050 FS","20 л",original,"Протруйник","maksym-forte-050-fs-synhenta",321
4066,new-packaging,"Віксеран25*250","Сингента","25*250гр","25*250гр","Протруйник",563.04,469.2,516.12,USD,"Віксеран25*250","250гр",original,"Протруйник","vikseran25-250-synhenta",328
5001,existing,"Диквалан","Дефенда","20л","20 л","Десикант",3.95,3.29,3.62,USD,"Диквалан","20 л",original,"Десикант","dykvalan-defenda",621
5002,existing,"Диквалан Макс","Дефенда","20л","20 л","Десикант",6.95,5.79,6.37,USD,"Диквалан Макс","20 л",original,"Десикант","dykvalan-maks-defenda",622
5003,existing,"Реглон АІР 200","Сингента","2*10л","10 л","десикант",8.58,7.15,7.87,USD,"Реглон АІР 200","10 л",original,"Десикант","rehlon-air-200-synhenta",357
5004,existing,"Реглон Форте 200","Сингента","2*10л","10 л","десикант",7.96,6.64,7.3,USD,"Реглон Форте 200","10 л",original,"Десикант","rehlon-forte-200-synhenta",358
6001,existing,"Аміно Ксеріон","Адама","1кг","1 кг","Регулятор росту",31.92,26.6,29.26,USD,"Аміно Ксеріон","1 кг",original,"Регулятор росту","amino-kserion-adama",52
6002,existing,"Експерт Гроу","Адама","1л","1 л","Регулятор росту",32.76,27.3,30.03,USD,"Експерт Гроу","1 л",original,"Регулятор росту","ekspert-hrou-adama",54
6003,existing,"Кальма КЕ","Адама","4*5л","5 л","Регулятор росту",35.77,29.81,32.79,USD,"Кальма КЕ","5 л",original,"Регулятор росту","kalma-ke-adama",56
6004,existing,"Цикоган РК","Адама","2*10л","10 л","Регулятор росту",4.61,3.84,4.22,USD,"Цикоган РК","10 л",original,"Регулятор росту","tsykohan-rk-adama",57
6005,existing,"Церон 480 SL, РК","Байер","4*5л","5 л","Регулятор росту",27.37,22.81,25.09,USD,"Церон 480 SL, РК","5 л",original,"Регулятор росту","tseron-480-sl-rk-baier",523
6006,existing,"Медакс ТОП, КС","Басф","4*5л","5 л","Регулятор росту",26.7,22.25,24.48,USD,"Медакс ТОП, КС","5 л",original,"Регулятор росту","medaks-top-ks-basf",145
6007,existing,"Регалiс Плюс","Басф","10*1,5кг","1.5 кг","Регулятор росту",119.52,99.6,109.56,USD,"Регалiс Плюс","1.5 кг",original,"Регулятор росту","rehalis-plyus-basf",146
6008,existing,"Терпал РК","Басф","4*5л","5 л","Регулятор росту",16.13,13.44,14.78,USD,"Терпал РК","5 л",original,"Регулятор росту","terpal-rk-basf",147
6009,existing,"Тава","Дефенда","4*5л","5 л","Регулятори росту",6.5,5.42,5.96,USD,"Тава","5 л",original,"Регулятор росту","tava-defenda",671
6010,existing,"Стімулейт","Кортева","4*5л","5 л","Регулятор росту",46.2,38.5,42.35,USD,"Стімулейт","5 л",original,"Регулятор росту","stimuleit-korteva",172
6011,existing,"Кампосан eкстра SL","Нуфарм","4*5л","5 л","Регулятор росту",20.42,17.02,18.72,USD,"Кампосан eкстра SL","5 л",original,"Регулятор росту","kamposan-ekstra-sl-nufarm",445
6012,existing,"Мокса 250","Нуфарм","4*5л","5 л","Регулятор росту",35.35,29.46,32.41,USD,"Мокса 250","5 л",original,"Регулятор росту","moksa-250-nufarm",448
6013,existing,"Стабiлан 750 SL","Нуфарм","2*10л","10 л","Регулятор росту",6.08,5.06,5.57,USD,"Стабiлан 750 SL","10 л",original,"Регулятор росту","stabilan-750-sl-nufarm",450
6014,existing,"Еріні, КЕ","Самміт-Агро","4*5л","5 л","Регулятори росту",42.51,35.42,38.96,USD,"Еріні, КЕ","5 л",original,"Регулятор росту","erini-ke-sammit-agro",601
6015,existing,"Келпак РК","Терра Віта","12*1л","1 л","Регулятор росту",11.59,9.66,10.63,USD,"Келпак РК","1 л",original,"Регулятор росту","kelpak-rk-terra-vita",381
6016,existing,"Меквалан 750 РК","Терра Віта","2*10л","10 л","Регулятор росту",4.71,3.92,4.31,USD,"Меквалан 750 РК","10 л",original,"Регулятор росту","mekvalan-750-rk-terra-vita",404
6022,existing,"Рутер, РК","UPL","5 л","5 л","Регулятори росту",11.87,9.89,10.88,USD,"Рутер, РК","5 л",original,"Регулятор росту","ruter-rk-upl",208
6023,new-packaging,"Аміно Ксеріон","Адама","5кг","5 кг","Регулятор росту",30.99,25.83,28.41,USD,"Аміно Ксеріон","1 кг",original,"Регулятор росту","amino-kserion-adama",53
6024,new-packaging,"Експерт Гроу","Адама","5л","5 л","Регулятор росту",31.81,26.51,29.16,USD,"Експерт Гроу","1 л",original,"Регулятор росту","ekspert-hrou-adama",55
6025,new-packaging,"Келпак РК","Терра Віта","4*5л","5 л","Регулятор росту",10.87,9.06,9.97,USD,"Келпак РК","1 л",original,"Регулятор росту","kelpak-rk-terra-vita",382
7001,existing,"Бiопауер","Байер","4*5л","5 л","Прилипач",5.73,4.78,5.26,USD,"Бiопауер","5 л",original,"Адʼювант","biopauer-baier",508
7002,existing,"Меро КЕ","Байер","4*5л","5 л","ПАР",10.28,8.57,9.43,USD,"Меро КЕ","5 л",original,"Адʼювант","mero-ke-baier",487
7003,existing,"Метолат","Басф","2*10л","10 л","ПАР",8.05,6.71,7.38,USD,"Метолат","10 л",original,"Адʼювант","metolat-basf",135
7004,existing,"Сулфат Амонію","Басф","5кг","5 кг","ПАР",2.47,2.06,2.27,USD,"Сулфат Амонію","5 кг",original,"Адʼювант","sulfat-amoniyu-basf",96
7005,existing,"Турбо","Басф","4*5л","5 л","Прилипач",3.08,2.57,2.83,USD,"Турбо","5 л",original,"Адʼювант","turbo-basf",136
7006,existing,"Супер-Мачо","Дефенда","4*5л","5 л","Прилипач",12,10,11,USD,"Супер-Мачо","5 л",original,"Адʼювант","super-macho-defenda",669
7007,existing,"Біофорж","Кортева","4*5л","5 л","Біологічні препарати",23.28,19.4,21.34,USD,"Біофорж","5 л",original,"Адʼювант","bioforzh-korteva",154
7008,existing,"Віволт","Кортева","4*5л","5 л","ПАР",6.7,5.58,6.14,USD,"Віволт","5 л",original,"Адʼювант","vivolt-korteva",176
7009,existing,"Тренд 90","Сингента","4*5л","5 л","ПАВ",8.35,6.96,7.66,USD,"Тренд 90","5 л",original,"Адʼювант","trend-90-synhenta",329
7010,existing,"ПАВ Вопро Вет","Терра Віта","4*5л","5 л","Прилипач",7.98,6.65,7.32,USD,"ПАВ Вопро Вет","5 л",original,"Адʼювант","pav-vopro-vet-terra-vita",398
7011,existing,"ПАВ Вопро Голд","Терра Віта","4*5л","5 л","Прилипач",7.98,6.65,7.32,USD,"ПАВ Вопро Голд","5 л",original,"Адʼювант","pav-vopro-hold-terra-vita",399
7012,existing,"ПАВ Максимум","Терра Віта","4*5л","5 л","Прилипач",7.24,6.04,6.64,USD,"ПАВ Максимум","5 л",original,"Адʼювант","pav-maksymum-terra-vita",400
7013,existing,"ПАВ Саф","Терра Віта","4*5л","5 л","Прилипач",5.08,4.23,4.65,USD,"ПАВ Саф","5 л",original,"Адʼювант","pav-saf-terra-vita",401
7018,existing,"Ол Клиар Екстра","ФМС","4*5л","5 л","Пав",11.06,9.22,10.14,USD,"Ол Клиар Екстра","5 л",original,"Адʼювант","ol-klyar-ekstra-fms",242
7019,existing,"Тренд 90","ФМС","4*5л","5 л","Пав",6.87,5.72,6.29,USD,"Тренд 90","5 л",original,"Адʼювант","trend-90-fms",249
7033,existing,"Сільвет Голд","UPL","1 л","1 л","ПАВ",44.85,37.38,41.12,USD,"Сільвет Голд","1 л",original,"Адʼювант","silvet-hold-upl",210
8003,existing,"Талон RB (PELLETS)","Сингента","2,5кг","2.5 кг","Родентициди",9.5,7.92,8.71,USD,"Талон RB (PELLETS)","2.5 кг",original,"Родентицид","talon-rb-pellets-synhenta",356
8004,existing,"Талон RB (WAX BLOCK)","Сингента","10кг","10 кг","Родентициди",10.08,8.4,9.24,USD,"Талон RB (WAX BLOCK)","10 кг",original,"Родентицид","talon-rb-wax-block-synhenta",355
8005,existing,"Бромакем ПР","Терра Віта","12*1кг","1 кг","Родентициди",4.5,3.75,4.13,USD,"Бромакем ПР","1 кг",original,"Родентицид","bromakem-pr-terra-vita",374
8010,new-packaging,"Бромакем ПР","Терра Віта","5кг","5 кг","Родентициди",3.63,3.02,3.32,USD,"Бромакем ПР","1 кг",original,"Родентицид","bromakem-pr-terra-vita",375
